Reporting Date	Sale Month	Store	Artist	Title	ISRC	UPC	Quantity	Team Percentage	Song/Album	Country of Sale	Songwriter Royalties Withheld	Earnings (USD)
2020-05-08	2020-03	Google Play All Access	Lamanna	Agony	QZK6N1932121		1	100	Song	US	0	0.00585962
2020-05-08	2020-03	Google Play All Access	Lamanna	Agony	QZK6N1932121		1	100	Song	US	0	0.00585962
2020-05-28	2020-03	Spotify	Lamanna	Agony	QZK6N1932121		1	100	Song	TH	0	0.00001743
2020-05-28	2020-03	Spotify	Lamanna	Agony	QZK6N1932121		4	100	Song	US	0	0.01328700
2020-05-28	2020-03	Spotify	Lamanna	Agony	QZK6N1932121		7	100	Song	US	0	0.03981400
2020-05-28	2020-03	Spotify	Lamanna	Agony	QZK6N1932121		13	100	Song	US	0	0.02886000
2020-05-28	2020-03	Spotify	Lamanna	Agony	QZK6N1932121		4	100	Song	US	0	0.01328700
2020-05-28	2020-03	Spotify	Lamanna	Agony	QZK6N1932121		7	100	Song	US	0	0.01554000
2020-05-28	2020-03	Spotify	Lamanna	Agony	QZK6N1932121		20	100	Song	US	0	0.06044400
2020-05-28	2020-03	Spotify	Lamanna	Agony	QZK6N1932121		3	100	Song	US	0	0.00595800
2020-05-28	2020-03	Spotify	Lamanna	Agony	QZK6N1932121		14	100	Song	US	0	0.07962800
2020-05-28	2020-03	Spotify	Lamanna	Agony	QZK6N1932121		4	100	Song	US	0	0.00697300
2020-05-28	2020-03	Spotify	Lamanna	Agony	QZK6N1932121		8	100	Song	US	0	0.01394500
2020-05-28	2020-03	Spotify	Lamanna	Agony	QZK6N1932121		65	100	Song	US	0	0.19644201
2020-05-28	2020-03	Spotify	Lamanna	Agony	QZK6N1932121		6	100	Song	US	0	0.01191600
2020-05-28	2020-03	Spotify	Lamanna	Never Sober (feat. Lukexi)	QZFZ52089612		54	100	Song	US	0	0.16319801
2020-05-28	2020-03	Spotify	Lamanna	Never Sober (feat. Lukexi)	QZFZ52089612		8	100	Song	US	0	0.01776000
2020-05-28	2020-03	Spotify	Lamanna	Never Sober (feat. Lukexi)	QZFZ52089612		14	100	Song	US	0	0.07962800
2020-05-28	2020-03	Spotify	Lamanna	Emerald	QZFZ52068438		20	100	Song	US	0	0.06044400
2020-05-28	2020-03	Spotify	Lamanna	Never Sober (feat. Lukexi)	QZFZ52089612		4	100	Song	US	0	0.00794400
2020-05-28	2020-03	Spotify	Lamanna	Emerald	QZFZ52068438		1	100	Song	US	0	0.00222000
2020-05-28	2020-03	Spotify	Lamanna	Emerald	QZFZ52068438		7	100	Song	US	0	0.01220200
2020-05-28	2020-03	Spotify	Lamanna	Emerald	QZFZ52068438		2	100	Song	US	0	0.00664300
2020-05-28	2020-03	Spotify	Lamanna	Never Sober (feat. Lukexi)	QZFZ52089612		3	100	Song	US	0	0.00522900
2020-05-28	2020-03	Spotify	Lamanna	Emerald	QZFZ52068438		3	100	Song	US	0	0.01706300
2020-05-28	2020-03	Spotify	Lamanna	Never Sober (feat. Lukexi)	QZFZ52089612		2	100	Song	US	0	0.00664300
2020-05-28	2020-03	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		1	100	Song	IT	0	0.00024838
2020-05-28	2020-03	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		62	100	Song	US	0	0.18737501
2020-05-28	2020-03	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		5	100	Song	US	0	0.00871600
2020-05-28	2020-03	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		2	100	Song	US	0	0.00397200
2020-05-28	2020-03	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		2	100	Song	US	0	0.00397200
2020-05-28	2020-03	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		5	100	Song	US	0	0.02843900
2020-05-28	2020-03	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		18	100	Song	US	0	0.05439900
2020-05-28	2020-03	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		17	100	Song	US	0	0.09669100
2020-05-28	2020-03	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		2	100	Song	US	0	0.00664300
2020-05-28	2020-03	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		2	100	Song	US	0	0.00348600
2020-05-28	2020-03	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		3	100	Song	US	0	0.00996500
2020-05-28	2020-03	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		8	100	Song	US	0	0.01776000
2020-05-28	2020-03	Spotify	Lamanna	Past Three	QZFZ52068453		1	100	Song	US	0	0.00332200
2020-05-28	2020-03	Spotify	Lamanna	Past Three	QZFZ52068453		5	100	Song	US	0	0.02843900
2020-05-28	2020-03	Spotify	Lamanna	Past Three	QZFZ52068453		14	100	Song	US	0	0.04231100
2020-05-28	2020-03	Spotify	Lamanna	Past Three	QZFZ52068453		1	100	Song	US	0	0.00198600
2020-05-28	2020-03	Spotify	Lamanna	Past Three	QZFZ52068453		8	100	Song	US	0	0.01394500
2020-05-28	2020-03	Spotify	Lamanna	Reasons	QZFYZ2046816		5	100	Song	US	0	0.02843900
2020-05-28	2020-03	Spotify	Lamanna	Reasons	QZFYZ2046816		2	100	Song	US	0	0.00348600
2020-05-28	2020-03	Spotify	Lamanna	Reasons	QZFYZ2046816		5	100	Song	US	0	0.00993000
2020-05-28	2020-03	Spotify	Lamanna	Reasons	QZFYZ2046816		2	100	Song	US	0	0.00664300
2020-05-28	2020-03	Spotify	Lamanna	Reasons	QZFYZ2046816		19	100	Song	US	0	0.05742100
2020-05-28	2020-03	Spotify	Lamanna	Reasons	QZFYZ2046816		57	100	Song	US	0	0.17226401
2020-05-28	2020-03	Spotify	Lamanna	Reasons	QZFYZ2046816		2	100	Song	US	0	0.00397200
2020-05-28	2020-03	Spotify	Lamanna	Reasons	QZFYZ2046816		2	100	Song	US	0	0.00664300
2020-05-28	2020-03	Spotify	Lamanna	Reasons	QZFYZ2046816		8	100	Song	US	0	0.04550200
2020-05-28	2020-03	Spotify	Lamanna	Reasons	QZFYZ2046816		4	100	Song	US	0	0.00697300
2020-05-27	2020-03	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		1	100	Song	GB	0	0.00151188
2020-05-28	2020-03	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		4	100	Song	US	0	0.00697300
2020-05-28	2020-03	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		4	100	Song	US	0	0.00697300
2020-05-28	2020-03	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		2	100	Song	US	0	0.00664300
2020-05-28	2020-03	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		3	100	Song	US	0	0.00595800
2020-05-28	2020-03	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		12	100	Song	US	0	0.06825300
2020-05-28	2020-03	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		11	100	Song	US	0	0.06256500
2020-05-28	2020-03	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		63	100	Song	US	0	0.19039801
2020-05-28	2020-03	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		13	100	Song	US	0	0.03928800
2020-05-28	2020-03	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		1	100	Song	US	0	0.00198600
2020-05-28	2020-03	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		3	100	Song	US	0	0.00996500
2020-05-28	2020-03	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		11	100	Song	US	0	0.02442000
2020-06-20	2020-04	Spotify	Lamanna	Rockstar (feat. Lukexi)	QZFZ52089611		4	100	Song	US	0	0.01209800
2020-06-20	2020-04	Spotify	Lamanna	Rockstar (feat. Lukexi)	QZFZ52089611		5	100	Song	US	0	0.02863700
2020-06-20	2020-04	Spotify	Lamanna	Rockstar (feat. Lukexi)	QZFZ52089611		1	100	Song	US	0	0.00194300
2020-06-20	2020-04	Spotify	Lamanna	Agony	QZK6N1932121		3	100	Song	US	0	0.00907300
2020-06-20	2020-04	Spotify	Lamanna	Agony	QZK6N1932121		4	100	Song	US	0	0.02291000
2020-06-20	2020-04	Spotify	Lamanna	Agony	QZK6N1932121		9	100	Song	US	0	0.01211000
2020-06-20	2020-04	Spotify	Lamanna	Agony	QZK6N1932121		1	100	Song	US	0	0.00194300
2020-06-20	2020-04	Spotify	Lamanna	Agony	QZK6N1932121		6	100	Song	US	0	0.01366100
2020-06-20	2020-04	Spotify	Lamanna	Agony	QZK6N1932121		3	100	Song	US	0	0.00683100
2020-06-20	2020-04	Spotify	Lamanna	Agony	QZK6N1932121		9	100	Song	US	0	0.02722000
2020-06-20	2020-04	Spotify	Lamanna	Emerald	QZFZ52068438		2	100	Song	US	0	0.01145500
2020-06-20	2020-04	Spotify	Lamanna	Never Sober (feat. Lukexi)	QZFZ52089612		6	100	Song	US	0	0.01366100
2020-06-20	2020-04	Spotify	Lamanna	Never Sober (feat. Lukexi)	QZFZ52089612		1	100	Song	US	0	0.00302400
2020-06-20	2020-04	Spotify	Lamanna	Never Sober (feat. Lukexi)	QZFZ52089612		1	100	Song	US	0	0.00194300
2020-06-20	2020-04	Spotify	Lamanna	Never Sober (feat. Lukexi)	QZFZ52089612		1	100	Song	US	0	0.00572700
2020-06-20	2020-04	Spotify	Lamanna	Emerald	QZFZ52068438		7	100	Song	US	0	0.02117100
2020-06-20	2020-04	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		5	100	Song	US	0	0.01138400
2020-06-20	2020-04	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		2	100	Song	US	0	0.00604900
2020-06-20	2020-04	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		1	100	Song	US	0	0.00194300
2020-06-20	2020-04	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		3	100	Song	US	0	0.00907300
2020-06-20	2020-04	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		12	100	Song	US	0	0.06873000
2020-06-20	2020-04	Spotify	Lamanna	Past Three	QZFZ52068453		1	100	Song	US	0	0.00572700
2020-06-20	2020-04	Spotify	Lamanna	Past Three	QZFZ52068453		1	100	Song	US	0	0.00302400
2020-06-20	2020-04	Spotify	Lamanna	Reasons	QZFYZ2046816		1	100	Song	US	0	0.00194300
2020-06-20	2020-04	Spotify	Lamanna	Reasons	QZFYZ2046816		3	100	Song	US	0	0.00907300
2020-06-20	2020-04	Spotify	Lamanna	Reasons	QZFYZ2046816		2	100	Song	PY	0	0.00000200
2020-06-20	2020-04	Spotify	Lamanna	Reasons	QZFYZ2046816		6	100	Song	US	0	0.01814700
2020-06-20	2020-04	Spotify	Lamanna	Reasons	QZFYZ2046816		1	100	Song	US	0	0.00572700
2020-06-20	2020-04	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		5	100	Song	US	0	0.01138400
2020-06-20	2020-04	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		1	100	Song	US	0	0.00572700
2020-06-20	2020-04	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		4	100	Song	US	0	0.01209800
2020-06-20	2020-04	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		6	100	Song	US	0	0.03436500
2020-06-20	2020-04	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		1	100	Song	US	0	0.00134600
2020-06-20	2020-04	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		2	100	Song	US	0	0.00388600
2020-06-20	2020-04	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		3	100	Song	US	0	0.00907300
2020-07-07	2019-12	TikTok	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		1	100	Song	US	0	0.00816347
2020-07-07	2020-03	TikTok	Lamanna	Agony	QZK6N1932121		2	100	Song	US	0	0.00801837
2020-07-21	2020-05	Spotify	Lamanna	Rockstar (feat. Lukexi)	QZFZ52089611		2	100	Song	US	0	0.01092600
2020-07-21	2020-05	Spotify	Lamanna	Rockstar (feat. Lukexi)	QZFZ52089611		4	100	Song	US	0	0.01166900
2020-07-21	2020-05	Spotify	Lamanna	Agony	QZK6N1932121		1	100	Song	US	0	0.00546300
2020-07-21	2020-05	Spotify	Lamanna	Agony	QZK6N1932121		5	100	Song	US	0	0.00771300
2020-07-21	2020-05	Spotify	Lamanna	Agony	QZK6N1932121		2	100	Song	US	0	0.00443900
2020-07-21	2020-05	Spotify	Lamanna	Agony	QZK6N1932121		2	100	Song	US	0	0.00443900
2020-07-21	2020-05	Spotify	Lamanna	Agony	QZK6N1932121		13	100	Song	US	0	0.07102001
2020-07-21	2020-05	Spotify	Lamanna	Agony	QZK6N1932121		2	100	Song	US	0	0.00583400
2020-07-21	2020-05	Spotify	Lamanna	Agony	QZK6N1932121		4	100	Song	US	0	0.01166900
2020-07-22	2020-05	Spotify	Lamanna	Agony	QZK6N1932121		1	100	Song	CA	0	0.00215707
2020-07-22	2020-05	Spotify	Lamanna	Agony	QZK6N1932121		1	100	Song	CA	0	0.00324471
2020-07-22	2020-05	Spotify	Lamanna	Agony	QZK6N1932121		1	100	Song	AU	0	0.00124350
2020-07-21	2020-05	Spotify	Lamanna	Emerald	QZFZ52068438		8	100	Song	US	0	0.04370500
2020-07-21	2020-05	Spotify	Lamanna	Emerald	QZFZ52068438		4	100	Song	US	0	0.01166900
2020-07-21	2020-05	Spotify	Lamanna	Never Sober (feat. Lukexi)	QZFZ52089612		3	100	Song	US	0	0.00875100
2020-07-21	2020-05	Spotify	Lamanna	Never Sober (feat. Lukexi)	QZFZ52089612		2	100	Song	US	0	0.00443900
2020-07-21	2020-05	Spotify	Lamanna	Never Sober (feat. Lukexi)	QZFZ52089612		3	100	Song	US	0	0.01638900
2020-07-21	2020-05	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		2	100	Song	US	0	0.00583400
2020-07-21	2020-05	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		2	100	Song	US	0	0.00443900
2020-07-21	2020-05	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		8	100	Song	US	0	0.04370500
2020-07-21	2020-05	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		2	100	Song	US	0	0.00583400
2020-07-21	2020-05	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		1	100	Song	US	0	0.00546300
2020-07-22	2020-05	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		1	100	Song	CA	0	0.00215707
2020-07-22	2020-05	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		1	100	Song	CA	0	0.00324471
2020-07-22	2020-05	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844		1	100	Song	CA	0	0.00215707
2020-07-21	2020-05	Spotify	Lamanna	Past Three	QZFZ52068453		8	100	Song	US	0	0.04370500
2020-07-21	2020-05	Spotify	Lamanna	Past Three	QZFZ52068453		1	100	Song	US	0	0.00291700
2020-07-21	2020-05	Spotify	Lamanna	Reasons	QZFYZ2046816		1	100	Song	US	0	0.00546300
2020-07-21	2020-05	Spotify	Lamanna	Reasons	QZFYZ2046816		2	100	Song	US	0	0.00583400
2020-07-21	2020-05	Spotify	Lamanna	Reasons	QZFYZ2046816		1	100	Song	PY	0	0.00000700
2020-07-21	2020-05	Spotify	Lamanna	Reasons	QZFYZ2046816		2	100	Song	US	0	0.01092600
2020-07-21	2020-05	Spotify	Lamanna	Reasons	QZFYZ2046816		3	100	Song	US	0	0.00875100
2020-07-21	2020-05	Spotify	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340		1	100	Song	GB	0	0.00095444
