Reporting Date	Sale Month	Store	Artist	Title	ISRC	UPC	Quantity	Team Percentage	Song/Album	Country of Sale	Songwriter Royalties Withheld	Earnings (USD)
2022-06-25	2022-04	Apple Music	Lamanna	Misunderstood (feat. Valekis)	QZES52255389	196778002268	10	100	Song	US	0	0.04565581
2022-06-23	2022-04	Spotify	Lamanna	New Man Realness	QZNWU2113988	196511006485	1	100	Song	US	0	0.00262700
2022-06-25	2022-04	Apple Music	Lamanna	New Man Realness	QZNWU2113988	196511006485	1	100	Song	US	0	0.00412398
2022-06-23	2022-04	Spotify	Lamanna	Purple (feat. Rodino)	QZNWZ2161150	196833204514	1	100	Song	GB	0	0.00160026
2022-06-23	2022-04	Spotify	Lamanna	Purple (feat. Rodino)	QZNWZ2161150	196833204514	5	100	Song	GB	0	0.00800008
2022-06-23	2022-04	Spotify	Lamanna	Purple (feat. Rodino)	QZNWZ2161150	196833204514	2	100	Song	US	0	0.00546300
2022-06-23	2022-04	Spotify	Lamanna	Purple (feat. Rodino)	QZNWZ2161150	196833204514	7	100	Song	US	0	0.01859600
2022-06-23	2022-04	Spotify	Lamanna	New Man Realness	QZNWU2113988	196833204514	2	100	Song	SE	0	0.01172140
2022-06-23	2022-04	Spotify	Lamanna	New Man Realness	QZNWU2113988	196833204514	4	100	Song	GB	0	0.00639982
2022-06-23	2022-04	Spotify	Lamanna	New Man Realness	QZNWU2113988	196833204514	1	100	Song	US	0	0.00283600
2022-06-23	2022-04	Spotify	Lamanna	New Man Realness	QZNWU2113988	196833204514	3	100	Song	US	0	0.00808900
2022-06-23	2022-04	Spotify	Lamanna	New Man Realness	QZNWU2113988	196833204514	1	100	Song	US	0	0.00262700
2022-06-23	2022-04	Spotify	Lamanna	intro	QZNWQ2074616	195756578399	1	100	Song	US	0	0.00262700
2022-06-23	2022-04	Spotify	Lamanna	Highlights	QZK6L2161974	196321515597	1	100	Song	TW	0	0.00201256
2022-06-23	2022-04	Spotify	Lamanna	Reasons	QZFYZ2046816	195162203441	2	100	Song	IN	0	0.00012200
2022-06-25	2022-04	Apple Music	Lamanna	Highlights	QZK6L2161974	196321515597	1	100	Song	US	0	0.00412398
2022-06-23	2022-04	Spotify	Lamanna	Hear The Sound	QZHN92129592	196251305947	1	100	Song	US	0	0.00283600
2022-06-23	2022-04	Spotify	Lamanna	Fly	QZRP52126677	196620205946	1	100	Song	AR	0	0.00133611
2022-06-23	2022-04	Spotify	Lamanna	Fly	QZRP52126677	196620205946	4	100	Song	US	0	0.01007700
2022-06-23	2022-04	Spotify	Lamanna	ANTI-LOVE LETTER	QZFZ32201276	196697232876	8	100	Song	CA	0	0.02421169
2022-06-23	2022-04	Spotify	Lamanna	Mirror	QZK6G2163924	196400294481	2	100	Song	GB	0	0.01320426
2022-06-23	2022-04	Spotify	Lamanna	ANTI-LOVE LETTER	QZFZ32201276	196697232876	10	100	Song	US	0	0.02777100
2022-06-23	2022-04	Spotify	Lamanna	Mirror	QZK6G2163924	196400294481	4	100	Song	US	0	0.01187500
2022-06-23	2022-04	Spotify	Lamanna	Mirror	QZK6G2163924	196400294481	4	100	Song	US	0	0.01113400
2022-06-23	2022-04	Spotify	Lamanna	Mirror	QZK6G2163924	196400294481	2	100	Song	IN	0	0.00012200
2022-06-25	2022-04	Apple Music	Lamanna	ANTI-LOVE LETTER	QZFZ32201276	196697232876	2	100	Song	US	0	0.01250995
2022-06-23	2022-04	Spotify	Lamanna	floral arrangement	QZPLS2128277	196621204740	1	100	Song	CA	0	0.00199261
2022-06-23	2022-04	Spotify	Lamanna	floral arrangement	QZPLS2128277	196621204740	12	100	Song	US	0	0.03235700
2022-06-23	2022-04	Spotify	Lamanna	Banjo (feat. Rodino)	QZNWR2131501	196833204514	9	100	Song	SE	0	0.03270626
2022-06-23	2022-04	Spotify	Lamanna	Banjo (feat. Rodino)	QZNWR2131501	196833204514	2	100	Song	SE	0	0.01172140
2022-06-23	2022-04	Spotify	Lamanna	Banjo (feat. Rodino)	QZNWR2131501	196833204514	7	100	Song	CA	0	0.01395139
2022-06-23	2022-04	Spotify	Lamanna	Banjo (feat. Rodino)	QZNWR2131501	196833204514	2	100	Song	SE	0	0.01172140
2022-06-23	2022-04	Spotify	Lamanna	Banjo (feat. Rodino)	QZNWR2131501	196833204514	1	100	Song	GB	0	0.00160026
2022-06-23	2022-04	Spotify	Lamanna	Banjo (feat. Rodino)	QZNWR2131501	196833204514	1	100	Song	GB	0	0.00160026
2022-06-23	2022-04	Spotify	Lamanna	Banjo (feat. Rodino)	QZNWR2131501	196833204514	6	100	Song	GB	0	0.00959913
2022-06-23	2022-04	Spotify	Lamanna	Vibe (slowed + reverb)	QZFZ62249992	196699801582	2	100	Song	US	0	0.00546300
2022-06-23	2022-04	Spotify	Lamanna	Banjo (feat. Rodino)	QZNWR2131501	196833204514	29	100	Song	US	0	0.12031900
2022-06-23	2022-04	Spotify	Lamanna	Banjo (feat. Rodino)	QZNWR2131501	196833204514	9	100	Song	US	0	0.02300200
2022-06-23	2022-04	Spotify	Lamanna	Banjo (feat. Rodino)	QZNWR2131501	196833204514	1	100	Song	US	0	0.00262700
2022-06-23	2022-04	Spotify	Lamanna	Banjo (feat. Rodino)	QZNWR2131501	196833204514	2	100	Song	IN	0	0.00012200
2022-06-25	2022-04	Apple Music	Lamanna	Banjo (feat. Rodino)	QZNWR2131501	196833204514	2	100	Song	US	0	0.00840197
2022-06-25	2022-04	Apple Music	Lamanna	Banjo (feat. Rodino)	QZNWR2131501	196833204514	2	100	Song	US	0	0.01661793
2022-06-23	2022-04	Spotify	Lamanna	Mansions	QZMEM2196948	196400294481	1	100	Song	TW	0	0.00201256
2022-06-23	2022-04	Spotify	Lamanna	Mansions	QZMEM2196948	196400294481	5	100	Song	CA	0	0.00898721
2022-06-23	2022-04	Spotify	Lamanna	Mansions	QZMEM2196948	196400294481	1	100	Song	GB	0	0.00660213
2022-06-23	2022-04	Spotify	Lamanna	Mansions	QZMEM2196948	196400294481	7	100	Song	US	0	0.01858400
2022-06-23	2022-04	Spotify	Lamanna	Mansions	QZMEM2196948	196400294481	1	100	Song	IN	0	0.00006100
2022-06-23	2022-04	Spotify	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844	194997605444	1	100	Song	US	0	0.00519900
2022-06-23	2022-04	Spotify	Lamanna	QuikTrip	QZK6L2116665	196400294481	1	100	Song	TW	0	0.00201256
2022-06-23	2022-04	Spotify	Lamanna	QuikTrip	QZK6L2116665	196400294481	20	100	Song	IT	0	0.00729292
2022-06-23	2022-04	Spotify	Lamanna	QuikTrip	QZK6L2116665	196400294481	4	100	Song	GB	0	0.02640851
2022-06-23	2022-04	Spotify	Lamanna	QuikTrip	QZK6L2116665	196400294481	2	100	Song	US	0	0.00546300
2022-06-23	2022-04	Spotify	Lamanna	QuikTrip	QZK6L2116665	196400294481	4	100	Song	US	0	0.01113400
2022-06-23	2022-04	Spotify	Lamanna	QuikTrip	QZK6L2116665	196400294481	3	100	Song	IN	0	0.00018300
2022-06-23	2022-04	Spotify	Lamanna	No Romance	QZNWT2068591	195756140299	1	100	Song	GB	0	0.00660213
2022-06-23	2022-04	Spotify	Lamanna	No Romance	QZNWT2068591	195756140299	3	100	Song	US	0	0.00808900
2022-06-23	2022-04	Spotify	Lamanna	No Romance	QZNWT2068591	195756140299	3	100	Song	IN	0	0.00018300
2022-06-23	2022-04	Spotify	Lamanna	Wildfire	QZK6J2106784	196400294481	1	100	Song	TW	0	0.00201256
2022-06-23	2022-04	Spotify	Lamanna	Wildfire	QZK6J2106784	196400294481	4	100	Song	GB	0	0.02640851
2022-06-23	2022-04	Spotify	Lamanna	Wildfire	QZK6J2106784	196400294481	4	100	Song	US	0	0.01307900
2022-06-23	2022-04	Spotify	Lamanna	Wildfire	QZK6J2106784	196400294481	3	100	Song	US	0	0.00596400
2022-06-25	2022-04	Apple Music	Lamanna	Wildfire	QZK6J2106784	196400294481	1	100	Song	US	0	0.00830897
2022-06-23	2022-04	Spotify	Lamanna	Love Me or Not	QZTAT2127272	196833204514	1	100	Song	LK	0	0.00004622
2022-06-23	2022-04	Spotify	Lamanna	Love Me or Not	QZTAT2127272	196833204514	4	100	Song	CA	0	0.01283587
2022-06-23	2022-04	Spotify	Lamanna	Love Me or Not	QZTAT2127272	196833204514	2	100	Song	CA	0	0.00641793
2022-06-23	2022-04	Spotify	Lamanna	Love Me or Not	QZTAT2127272	196833204514	9	100	Song	GB	0	0.01439870
2022-06-23	2022-04	Spotify	Lamanna	Love Me or Not	QZTAT2127272	196833204514	2	100	Song	GB	0	0.00319931
2022-06-23	2022-04	Spotify	Lamanna	Purple (feat. Rodino)	QZNWZ2161150	196512346719	2	100	Song	US	0	0.00525300
2022-06-23	2022-04	Spotify	Lamanna	Love Me or Not	QZTAT2127272	196833204514	2	100	Song	US	0	0.00397600
2022-06-23	2022-04	Spotify	Lamanna	Love Me or Not	QZTAT2127272	196833204514	1	100	Song	US	0	0.00262700
2022-06-25	2022-04	Apple Music	Lamanna	Purple (feat. Rodino)	QZNWZ2161150	196512346719	2	100	Song	US	0	0.00824797
2022-06-23	2022-04	Spotify	Lamanna	Bella Ciao (feat. Jay Aitch)	QZNWQ2133345	196399899834	9	100	Song	SE	0	0.05274681
2022-06-25	2022-04	Apple Music	Lamanna	Bella Ciao (feat. Jay Aitch)	QZNWQ2133345	196399899834	2	100	Song	CA	0	0.00762466
2022-06-25	2022-04	Apple Music	Lamanna	Bella Ciao (feat. Jay Aitch)	QZNWQ2133345	196399899834	7	100	Song	US	0	0.02940688
2022-06-23	2022-04	Spotify	Lamanna	Crazy Baby (feat. EarZen)	QZRP42103233	196620981406	3	100	Song	SE	0	0.01758262
2022-06-25	2022-04	Apple Music	Lamanna	Crazy Baby (feat. EarZen)	QZRP42103233	196620981406	1	100	Song	US	0	0.00412398
2022-06-23	2022-04	Spotify	Lamanna	Back and Forth (feat. MO$H)	QZHN32293725	196833931090	15	100	Song	SE	0	0.08494468
2022-06-23	2022-04	Spotify	Lamanna	Back and Forth (feat. MO$H)	QZHN32293725	196833931090	1	100	Song	CA	0	0.00199261
2022-06-23	2022-04	Spotify	Lamanna	Back and Forth (feat. MO$H)	QZHN32293725	196833931090	3	100	Song	LK	0	0.00013865
2022-06-23	2022-04	Spotify	Lamanna	Back and Forth (feat. MO$H)	QZHN32293725	196833931090	33	100	Song	IT	0	0.01203337
2022-06-23	2022-04	Spotify	Lamanna	Back and Forth (feat. MO$H)	QZHN32293725	196833931090	1	100	Song	GB	0	0.00160026
2022-06-23	2022-04	Spotify	Lamanna	Back and Forth (feat. MO$H)	QZHN32293725	196833931090	37	100	Song	US	0	0.11158900
2022-06-23	2022-04	Spotify	Lamanna	Back and Forth (feat. MO$H)	QZHN32293725	196833931090	1	100	Song	IN	0	0.00006100
2022-06-23	2022-04	Spotify	Lamanna	lifeline	QZNWQ2074617	195756578399	1	100	Song	US	0	0.00283600
2022-06-23	2022-04	Spotify	Lamanna	lifeline	QZNWQ2074617	195756578399	1	100	Song	IN	0	0.00006100
2022-06-23	2022-04	Spotify	Lamanna	Haunted House	QZK6G2173572	196400294481	6	100	Song	LK	0	0.00027836
2022-06-23	2022-04	Spotify	Lamanna	Haunted House	QZK6G2173572	196400294481	1	100	Song	SE	0	0.00586122
2022-06-23	2022-04	Spotify	Lamanna	Haunted House	QZK6G2173572	196400294481	1	100	Song	TW	0	0.00201256
2022-06-23	2022-04	Spotify	Lamanna	Haunted House	QZK6G2173572	196400294481	2	100	Song	PH	0	0.00013025
2022-06-23	2022-04	Spotify	Lamanna	Haunted House	QZK6G2173572	196400294481	1	100	Song	CA	0	0.00174891
2022-06-23	2022-04	Spotify	Lamanna	Haunted House	QZK6G2173572	196400294481	6	100	Song	GB	0	0.03961156
2022-06-23	2022-04	Spotify	Lamanna	Haunted House	QZK6G2173572	196400294481	122	100	Song	GB	0	0.45657652
2022-06-23	2022-04	Spotify	Lamanna	Haunted House	QZK6G2173572	196400294481	4	100	Song	US	0	0.01565100
2022-06-23	2022-04	Spotify	Lamanna	Haunted House	QZK6G2173572	196400294481	1	100	Song	US	0	0.00198800
2022-06-23	2022-04	Spotify	Lamanna	Haunted House	QZK6G2173572	196400294481	1	100	Song	IN	0	0.00006100
2022-06-25	2022-04	Apple Music	Lamanna	Haunted House	QZK6G2173572	196400294481	1	100	Song	US	0	0.00420098
2022-06-23	2022-04	Spotify	Lamanna	QuikTrip	QZK6L2116665	196321739009	2	100	Song	US	0	0.01039800
2022-06-23	2022-04	Spotify	Lamanna	How Many (feat. BiGG MaTT)	QZNWS2156360	196511804531	5	100	Song	PH	0	0.00032457
2022-06-23	2022-04	Spotify	Lamanna	How Many (feat. BiGG MaTT)	QZNWS2156360	196511804531	8	100	Song	US	0	0.02142000
2022-06-23	2022-04	Spotify	Lamanna	How Many (feat. BiGG MaTT)	QZNWS2156360	196511804531	1	100	Song	IN	0	0.00006100
2022-06-23	2022-04	Spotify	Lamanna	Soju	QZK6G2110764	196323716558	1	100	Song	US	0	0.00198800
2022-06-23	2022-04	Spotify	Lamanna	Worth It (Remix)	QZTAT2127273	196623349227	2	100	Song	TR	0	0.00006092
2022-06-23	2022-04	Spotify	Lamanna	Worth It (Remix)	QZTAT2127273	196623349227	1	100	Song	SE	0	0.00335602
2022-06-23	2022-04	Spotify	Lamanna	Worth It (Remix)	QZTAT2127273	196623349227	3	100	Song	CA	0	0.00573518
2022-06-23	2022-04	Spotify	Lamanna	Worth It (Remix)	QZTAT2127273	196623349227	1	100	Song	GB	0	0.00160026
2022-06-23	2022-04	Spotify	Lamanna	Worth It (Remix)	QZTAT2127273	196623349227	7	100	Song	US	0	0.02200500
2022-06-25	2022-04	Apple Music	Lamanna	Worth It (Remix)	QZTAT2127273	196623349227	1	100	Song	US	0	0.00412398
2022-06-23	2022-04	Spotify	Lamanna	Heavenly Winds	QZFZ72285506	196777794812	3	100	Song	SE	0	0.01758262
2022-06-23	2022-04	Spotify	Lamanna	Heavenly Winds	QZFZ72285506	196777794812	1	100	Song	NL	0	0.00553980
2022-06-23	2022-04	Spotify	Lamanna	Heavenly Winds	QZFZ72285506	196777794812	2	100	Song	AU	0	0.00977816
2022-06-23	2022-04	Spotify	Lamanna	Heavenly Winds	QZFZ72285506	196777794812	30	100	Song	CA	0	0.05841161
2022-06-23	2022-04	Spotify	Lamanna	Heavenly Winds	QZFZ72285506	196777794812	3	100	Song	CZ	0	0.00439382
2022-06-23	2022-04	Spotify	Lamanna	Heavenly Winds	QZFZ72285506	196777794812	1	100	Song	SG	0	0.00043171
2022-06-23	2022-04	Spotify	Lamanna	Heavenly Winds	QZFZ72285506	196777794812	1	100	Song	AR	0	0.00007668
2022-06-23	2022-04	Spotify	Lamanna	Heavenly Winds	QZFZ72285506	196777794812	3	100	Song	ID	0	0.00014811
2022-06-23	2022-04	Spotify	Lamanna	Heavenly Winds	QZFZ72285506	196777794812	7	100	Song	LK	0	0.00032457
2022-06-23	2022-04	Spotify	Lamanna	Heavenly Winds	QZFZ72285506	196777794812	23	100	Song	US	0	0.07535400
2022-06-25	2022-04	Apple Music	Lamanna	Heavenly Winds	QZFZ72285506	196777794812	1	100	Song	US	0	0.00830897
2022-06-23	2022-04	Spotify	Lamanna	Addicted	QZNWR2189640	196833204514	1	100	Song	SE	0	0.00586122
2022-06-23	2022-04	Spotify	Lamanna	Addicted	QZNWR2189640	196833204514	1	100	Song	SK	0	0.00322157
2022-06-23	2022-04	Spotify	Lamanna	Addicted	QZNWR2189640	196833204514	7	100	Song	GB	0	0.01119939
2022-06-23	2022-04	Spotify	Lamanna	Addicted	QZNWR2189640	196833204514	1	100	Song	GB	0	0.00160026
2022-06-23	2022-04	Spotify	Lamanna	Addicted	QZNWR2189640	196833204514	1	100	Song	GB	0	0.00160026
2022-06-23	2022-04	Spotify	Lamanna	Addicted	QZNWR2189640	196833204514	3	100	Song	US	0	0.00724100
2022-06-23	2022-04	Spotify	Lamanna	Addicted	QZNWR2189640	196833204514	5	100	Song	US	0	0.01270400
2022-06-23	2022-04	Spotify	Lamanna	Addicted	QZNWR2189640	196833204514	1	100	Song	US	0	0.00283600
2022-06-23	2022-04	Spotify	Lamanna	Murakami	QZNWY2129324	196833204514	1	100	Song	LK	0	0.00004622
2022-06-23	2022-04	Spotify	Lamanna	Murakami	QZNWY2129324	196833204514	1	100	Song	SE	0	0.00586122
2022-06-23	2022-04	Spotify	Lamanna	Murakami	QZNWY2129324	196833204514	8	100	Song	GB	0	0.01279965
2022-06-23	2022-04	Spotify	Lamanna	Murakami	QZNWY2129324	196833204514	1	100	Song	GB	0	0.00160026
2022-06-23	2022-04	Spotify	Lamanna	Murakami	QZNWY2129324	196833204514	4	100	Song	US	0	0.01307900
2022-06-23	2022-04	Spotify	Lamanna	Murakami	QZNWY2129324	196833204514	2	100	Song	US	0	0.00397600
2022-06-23	2022-04	Spotify	Lamanna	Murakami	QZNWY2129324	196833204514	2	100	Song	US	0	0.00525300
2022-06-23	2022-04	Spotify	Lamanna	Djinni (feat. EarZen)	QZNWS2159385	196833204514	1	100	Song	SE	0	0.00586122
2022-06-23	2022-04	Spotify	Lamanna	Djinni (feat. EarZen)	QZNWS2159385	196833204514	1	100	Song	NO	0	0.00369530
2022-06-23	2022-04	Spotify	Lamanna	Djinni (feat. EarZen)	QZNWS2159385	196833204514	1	100	Song	LK	0	0.00004622
2022-06-23	2022-04	Spotify	Lamanna	Djinni (feat. EarZen)	QZNWS2159385	196833204514	1	100	Song	SK	0	0.00322157
2022-06-23	2022-04	Spotify	Lamanna	Djinni (feat. EarZen)	QZNWS2159385	196833204514	7	100	Song	GB	0	0.01119939
2022-06-23	2022-04	Spotify	Lamanna	Djinni (feat. EarZen)	QZNWS2159385	196833204514	1	100	Song	GB	0	0.00160026
2022-06-23	2022-04	Spotify	Lamanna	Djinni (feat. EarZen)	QZNWS2159385	196833204514	23	100	Song	US	0	0.07157400
2022-06-23	2022-04	Spotify	Lamanna	Djinni (feat. EarZen)	QZNWS2159385	196833204514	2	100	Song	US	0	0.00546300
2022-06-23	2022-04	Spotify	Lamanna	Djinni (feat. EarZen)	QZNWS2159385	196833204514	12	100	Song	US	0	0.04520700
2022-06-25	2022-04	Apple Music	Lamanna	Djinni (feat. EarZen)	QZNWS2159385	196833204514	1	100	Song	US	0	0.00830897
2022-06-23	2022-04	Spotify	Lamanna	Vampire	QZES62253633	196779147630	7	100	Song	SE	0	0.03805909
2022-06-23	2022-04	Spotify	Lamanna	Vampire	QZES62253633	196779147630	1	100	Song	NO	0	0.00724775
2022-06-23	2022-04	Spotify	Lamanna	Vampire	QZES62253633	196779147630	2	100	Song	ID	0	0.00009874
2022-06-23	2022-04	Spotify	Lamanna	Vampire	QZES62253633	196779147630	25	100	Song	CA	0	0.04762717
2022-06-23	2022-04	Spotify	Lamanna	Vampire	QZES62253633	196779147630	13	100	Song	LK	0	0.00060188
2022-06-23	2022-04	Spotify	Lamanna	Vampire	QZES62253633	196779147630	8	100	Song	GB	0	0.02127460
2022-06-23	2022-04	Spotify	Lamanna	Vampire	QZES62253633	196779147630	21	100	Song	US	0	0.05151500
2022-06-23	2022-04	Spotify	Lamanna	intermission supernova	QZNWQ2074618	195756578399	2	100	Song	US	0	0.00546300
2022-06-23	2022-04	Spotify	Lamanna	Vampire	QZES62253633	196779147630	2	100	Song	IN	0	0.00012200
2022-06-23	2022-04	Spotify	Lamanna	intermission supernova	QZNWQ2074618	195756578399	1	100	Song	IN	0	0.00006100
2022-06-23	2022-04	Spotify	Lamanna	Reasons	QZFYZ2046816	195068814321	1	100	Song	DE	0	0.00237075
2022-06-23	2022-04	Spotify	Lamanna	Wildfire	QZK6J2106784	196324843406	2	100	Song	US	0	0.00567100
2022-06-23	2022-04	Spotify	Lamanna	Murakami	QZNWY2129324	196512963657	6	100	Song	US	0	0.01617800
2022-06-25	2022-04	Apple Music	Lamanna	Wildfire	QZK6J2106784	196324843406	3	100	Song	US	0	0.01237195
2022-06-25	2022-04	Apple Music	Lamanna	Murakami	QZNWY2129324	196512963657	1	100	Song	US	0	0.00412398
2022-06-23	2022-04	Spotify	Lamanna	Playground (feat. Valekis)	QZDA52287587	196777035953	5	100	Song	LK	0	0.00023109
2022-06-23	2022-04	Spotify	Lamanna	Playground (feat. Valekis)	QZDA52287587	196777035953	1	100	Song	MT	0	0.00001471
2022-06-23	2022-04	Spotify	Lamanna	Playground (feat. Valekis)	QZDA52287587	196777035953	74	100	Song	PH	0	0.01755111
2022-06-23	2022-04	Spotify	Lamanna	Playground (feat. Valekis)	QZDA52287587	196777035953	16	100	Song	CA	0	0.02895739
2022-06-23	2022-04	Spotify	Lamanna	Playground (feat. Valekis)	QZDA52287587	196777035953	3	100	Song	SE	0	0.01758262
2022-06-23	2022-04	Spotify	Lamanna	Playground (feat. Valekis)	QZDA52287587	196777035953	19	100	Song	US	0	0.06743000
2022-06-25	2022-04	Apple Music	Lamanna	Playground (feat. Valekis)	QZDA52287587	196777035953	5	100	Song	US	0	0.02914388
2022-06-23	2022-04	Spotify	Lamanna	Addicted	QZNWR2189640	196397065880	1	100	Song	US	0	0.00198800
2022-06-25	2022-04	Apple Music	Lamanna	Addicted	QZNWR2189640	196397065880	1	100	Song	US	0	0.00412398
2022-07-08	2021-02	Facebook	Lamanna	Rockstar (feat. Lukexi)	QZFZ52089611	195162203441	9	100	Song	US	0	0.00000329
2022-07-08	2021-02	Facebook	Lamanna	Rockstar (feat. Lukexi)	QZFZ52089611	195162203441	4	100	Song	OU	0	0.00000146
2022-07-08	2021-02	Facebook	Lamanna	Irony (feat. Lukexi)	QZHN72036880	195396878972	519	100	Song	OU	0	0.00018963
2022-07-08	2021-02	Facebook	Lamanna	Irony (feat. Lukexi)	QZHN72036880	195396878972	22	100	Song	US	0	0.00000804
2022-07-08	2021-02	Facebook	Lamanna	Stamina (feat. Vibe Tyson)	QZHNA2023074	195397652229	6	100	Song	US	0	0.00000219
2022-07-08	2021-02	Facebook	Lamanna	Ghost Town	QZK6F2020713	195597715601	22	100	Song	OU	0	0.00000804
2022-07-08	2021-02	Facebook	Lamanna	Ghost Town	QZK6F2020713	195597715601	83	100	Song	US	0	0.00003033
2022-07-08	2021-02	Facebook	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844	195162203441	2	100	Song	OU	0	0.00000073
2022-07-08	2021-02	Facebook	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844	195162203441	8	100	Song	US	0	0.00000292
2022-07-08	2021-02	Facebook	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340	195162203441	2	100	Song	US	0	0.00000073
2022-07-08	2021-02	Facebook	Lamanna	Never Sober (feat. Lukexi)	QZFZ52089612	195162203441	1	100	Song	US	0	0.00000037
2022-07-08	2021-02	Facebook	Lamanna	Worth It	QZNWQ2057338	195756705764	21	100	Song	OU	0	0.00000767
2022-07-08	2021-02	Facebook	Lamanna	Worth It	QZNWQ2057338	195756705764	7	100	Song	US	0	0.00000256
2022-07-08	2021-02	Facebook	Lamanna	Past Three	QZFZ52068453	195597249793	1294	100	Song	OU	0	0.00047279
2022-07-08	2021-02	Facebook	Lamanna	Past Three	QZFZ52068453	195597249793	78	100	Song	US	0	0.00002850
2022-07-08	2021-02	Facebook	Lamanna	Haunted House	QZFZ42141288	195937523118	1	100	Song	OU	0	0.00000037
2022-07-08	2021-02	Facebook	Lamanna	Haunted House	QZFZ42141288	195937523118	24	100	Song	US	0	0.00000877
2022-07-08	2021-02	Facebook	Lamanna	Agony	QZK6N1932121	195162203441	25	100	Song	OU	0	0.00000913
2022-07-08	2021-02	Facebook	Lamanna	Agony	QZK6N1932121	195162203441	1	100	Song	US	0	0.00000037
2022-07-08	2021-02	Facebook	Lamanna	My Time	QZHN72036896	195597249793	8	100	Song	US	0	0.00000292
2022-07-08	2021-02	Facebook	Lamanna	My Time	QZHN72036896	195597249793	1	100	Song	OU	0	0.00000037
2022-07-08	2021-02	Facebook	Lamanna	intro	QZNWQ2074616	195756578399	2	100	Song	US	0	0.00000073
2022-07-08	2021-02	Facebook	Lamanna	intro	QZNWQ2074616	195756578399	15	100	Song	OU	0	0.00000548
2022-07-08	2021-02	Facebook	Lamanna	Reasons	QZFYZ2046816	195162203441	152	100	Song	US	0	0.00005554
2022-07-08	2021-02	Facebook	Lamanna	Reasons	QZFYZ2046816	195162203441	1126	100	Song	OU	0	0.00041140
2022-07-08	2021-02	Facebook	Lamanna	No Romance	QZNWT2068591	195756140299	1	100	Song	US	0	0.00000037
2022-07-08	2021-02	Facebook	Lamanna	No Romance	QZNWT2068591	195756140299	53	100	Song	OU	0	0.00001936
2022-07-08	2021-02	Facebook	Lamanna	lifeline	QZNWQ2074617	195756578399	54	100	Song	OU	0	0.00001973
2022-07-08	2021-02	Facebook	Lamanna	lifeline	QZNWQ2074617	195756578399	6	100	Song	US	0	0.00000219
2022-07-08	2021-02	Facebook	Lamanna	intermission supernova	QZNWQ2074618	195756578399	1	100	Song	US	0	0.00000037
2022-07-08	2021-03	Facebook	Lamanna	Rockstar (feat. Lukexi)	QZFZ52089611	195162203441	13	100	Song	US	0	0.00000403
2022-07-08	2021-03	Facebook	Lamanna	Rockstar (feat. Lukexi)	QZFZ52089611	195162203441	43	100	Song	OU	0	0.00001334
2022-07-08	2021-03	Facebook	Lamanna	Irony (feat. Lukexi)	QZHN72036880	195396878972	4	100	Song	US	0	0.00000124
2022-07-08	2021-03	Facebook	Lamanna	Irony (feat. Lukexi)	QZHN72036880	195396878972	4	100	Song	OU	0	0.00000124
2022-07-08	2021-03	Facebook	Lamanna	Stamina (feat. Vibe Tyson)	QZHNA2023074	195397652229	3	100	Song	US	0	0.00000093
2022-07-08	2021-03	Facebook	Lamanna	Ghost Town	QZK6F2020713	195597715601	24	100	Song	OU	0	0.00000744
2022-07-08	2021-03	Facebook	Lamanna	Ghost Town	QZK6F2020713	195597715601	8	100	Song	US	0	0.00000248
2022-07-08	2021-03	Facebook	Lamanna	Don't Wanna Love (feat. Valious)	QZK6P1948844	195162203441	6	100	Song	US	0	0.00000186
2022-07-08	2021-03	Facebook	Lamanna	Missed Calls (feat. Lukexi)	QZK6Q1997340	195162203441	1	100	Song	US	0	0.00000031
2022-07-08	2021-03	Facebook	Lamanna	Never Sober (feat. Lukexi)	QZFZ52089612	195162203441	1	100	Song	US	0	0.00000031
2022-07-08	2021-03	Facebook	Lamanna	Worth It	QZNWQ2057338	195756705764	6	100	Song	OU	0	0.00000186
2022-07-08	2021-03	Facebook	Lamanna	Past Three	QZFZ52068453	195597249793	250	100	Song	OU	0	0.00007754
2022-07-08	2021-03	Facebook	Lamanna	Past Three	QZFZ52068453	195597249793	26	100	Song	US	0	0.00000806
2022-07-08	2021-03	Facebook	Lamanna	Haunted House	QZFZ42141288	195937523118	8	100	Song	OU	0	0.00000248
2022-07-08	2021-03	Facebook	Lamanna	Agony	QZK6N1932121	195162203441	1	100	Song	US	0	0.00000031
2022-07-08	2021-03	Facebook	Lamanna	Agony	QZK6N1932121	195162203441	38	100	Song	OU	0	0.00001179
2022-07-08	2021-03	Facebook	Lamanna	My Time	QZHN72036896	195597249793	2	100	Song	OU	0	0.00000062
2022-07-08	2021-03	Facebook	Lamanna	My Time	QZHN72036896	195597249793	5	100	Song	US	0	0.00000155
2022-07-08	2021-03	Facebook	Lamanna	intro	QZNWQ2074616	195756578399	11	100	Song	US	0	0.00000341
2022-07-08	2021-03	Facebook	Lamanna	intro	QZNWQ2074616	195756578399	229	100	Song	OU	0	0.00007103
2022-07-08	2021-03	Facebook	Lamanna	Reasons	QZFYZ2046816	195162203441	954	100	Song	OU	0	0.00029589
